Id,Category
2998,7
2999,8
3000,9
3001,0
3002,1
3003,2
3004,3
3005,4
3006,5
3007,6
3008,7
3009,8
3010,9
3011,0
3012,1
3013,2
3014,3
3015,4
3016,5
3017,6
3018,7
3019,8
3020,9
3021,0
3022,1
3023,2
3024,3
3025,4
3026,5
3027,6
3028,7
3029,8
3030,9
3031,0
3032,1
3033,2
3034,3
3035,4
3036,5
3037,6
3038,7
3039,8
3040,9
3041,0
3042,1
3043,2
3044,3
3045,4
3046,5
3047,6
3048,7
3049,8
3050,9
3051,0
3052,1
3053,2
3054,3
3055,4
3056,5
3057,6
3058,7
3059,8
3060,9
3061,0
3062,1
3063,2
3064,3
3065,4
3066,5
3067,6
3068,7
3069,8
3070,9
3071,0
3072,1
3073,2
3074,3
3075,4
3076,5
3077,6
3078,7
3079,8
3080,9
3081,0
3082,1
3083,2
3084,3
3085,4
3086,5
3087,6
3088,7
3089,8
3090,9
3091,0
3092,1
3093,2
3094,3
3095,4
3096,5
3097,6
3098,7
3099,8
3100,9
3101,0
3102,1
3103,2
3104,3
3105,4
3106,5
3107,6
3108,7
3109,8
3110,9
3111,0
3112,1
3113,2
3114,3
3115,4
3116,5
3117,6
3118,7
3119,8
3120,9
3121,0
3122,1
3123,2
3124,3
3125,4
3126,5
3127,6
3128,7
3129,8
3130,9
3131,0
3132,1
3133,2
3134,3
3135,4
3136,5
3137,6
3138,7
3139,8
3140,9
3141,0
3142,1
3143,2
3144,3
3145,4
3146,5
3147,6
3148,7
3149,8
3150,9
3151,0
3152,1
3153,2
3154,3
3155,4
3156,5
3157,6
3158,7
3159,8
3160,9
3161,0
3162,1
3163,2
3164,3
3165,4
3166,5
3167,6
3168,7
3169,8
3170,9
3171,0
3172,1
3173,2
3174,3
3175,4
3176,5
3177,6
3178,7
3179,8
3180,9
3181,0
3182,1
3183,2
3184,3
3185,4
3186,5
3187,6
3188,7
3189,8
3190,9
3191,0
3192,1
3193,2
3194,3
3195,4
3196,5
3197,6
3198,7
3199,8
3200,9
3201,0
3202,1
3203,2
3204,3
3205,4
3206,5
3207,6
3208,7
3209,8
3210,9
3211,0
3212,1
3213,2
3214,3
3215,4
3216,5
3217,6
3218,7
3219,8
3220,9
3221,0
3222,1
3223,2
3224,3
3225,4
3226,5
3227,6
3228,7
3229,8
3230,9
3231,0
3232,1
3233,2
3234,3
3235,4
3236,5
3237,6
3238,7
3239,8
3240,9
3241,0
3242,1
3243,2
3244,3
3245,4
3246,5
3247,6
3248,7
3249,8
3250,9
3251,0
3252,1
3253,2
3254,3
3255,4
3256,5
3257,6
3258,7
3259,8
3260,9
3261,0
3262,1
3263,2
3264,3
3265,4
3266,5
3267,6
3268,7
3269,8
3270,9
3271,0
3272,1
3273,2
3274,3
3275,4
3276,5
3277,6
3278,7
3279,8
3280,9
3281,0
3282,1
3283,2
3284,3
3285,4
3286,5
3287,6
3288,7
3289,8
3290,9
3291,0
3292,1
3293,2
3294,3
3295,4
3296,5
3297,6
3298,7
3299,8
3300,9
3301,0
3302,1
3303,2
3304,3
3305,4
3306,5
3307,6
3308,7
3309,8
3310,9
3311,0
3312,1
3313,2
3314,3
3315,4
3316,5
3317,6
3318,7
3319,8
3320,9
3321,0
3322,1
3323,2
3324,3
3325,4
3326,5
3327,6
3328,7
3329,8
3330,9
3331,0
3332,1
3333,2
3334,3
3335,4
3336,5
3337,6
3338,7
3339,8
3340,9
3341,0
3342,1
3343,2
3344,3
3345,4
3346,5
3347,6
3348,7
3349,8
3350,9
3351,0
3352,1
3353,2
3354,3
3355,4
3356,5
3357,6
3358,7
3359,8
3360,9
3361,0
3362,1
3363,2
3364,3
3365,4
3366,5
3367,6
3368,7
3369,8
3370,9
3371,0
3372,1
3373,2
3374,3
3375,4
3376,5
3377,6
3378,7
3379,8
3380,9
3381,0
3382,1
3383,2
3384,3
3385,4
3386,5
3387,6
3388,7
3389,8
3390,9
3391,0
3392,1
3393,2
3394,3
3395,4
3396,5
3397,6
3398,7
3399,8
3400,9
3401,0
3402,1
3403,2
3404,3
3405,4
3406,5
3407,6
3408,7
3409,8
3410,9
3411,0
3412,1
3413,2
3414,3
3415,4
3416,5
3417,6
3418,7
3419,8
3420,9
3421,0
3422,1
3423,2
3424,3
3425,4
3426,5
3427,6
3428,7
3429,8
3430,9
3431,0
3432,1
3433,2
3434,3
3435,4
3436,5
3437,6
3438,7
3439,8
3440,9
3441,0
3442,1
3443,2
3444,3
3445,4
3446,5
3447,6
3448,7
3449,8
3450,9
3451,0
3452,1
3453,2
3454,3
3455,4
3456,5
3457,6
3458,7
3459,8
3460,9
3461,0
3462,1
3463,2
3464,3
3465,4
3466,5
3467,6
3468,7
3469,8
3470,9
3471,0
3472,1
3473,2
3474,3
3475,4
3476,5
3477,6
3478,7
3479,8
3480,9
3481,0
3482,1
3483,2
3484,3
3485,4
3486,5
3487,6
3488,7
3489,8
3490,9
3491,0
3492,1
3493,2
3494,3
3495,4
3496,5
3497,6
3498,7
3499,8
3500,9
3501,0
3502,1
3503,2
3504,3
3505,4
3506,5
3507,6
3508,7
3509,8
3510,9
3511,0
3512,1
3513,2
3514,3
3515,4
3516,5
3517,6
3518,7
3519,8
3520,9
3521,0
3522,1
3523,2
3524,3
3525,4
3526,5
3527,6
3528,7
3529,8
3530,9
3531,0
3532,1
3533,2
3534,3
3535,4
3536,5
3537,6
3538,7
3539,8
3540,9
3541,0
3542,1
3543,2
3544,3
3545,4
3546,5
3547,6
3548,7
3549,8
3550,9
3551,0
3552,1
3553,2
3554,3
3555,4
3556,5
3557,6
3558,7
3559,8
3560,9
3561,0
3562,1
3563,2
3564,3
3565,4
3566,5
3567,6
3568,7
3569,8
3570,9
3571,0
3572,1
3573,2
3574,3
3575,4
3576,5
3577,6
3578,7
3579,8
3580,9
3581,0
3582,1
3583,2
3584,3
3585,4
3586,5
3587,6
3588,7
3589,8
3590,9
3591,0
3592,1
3593,2
3594,3
3595,4
3596,5
3597,6
3598,7
3599,8
3600,9
3601,0
3602,1
3603,2
3604,3
3605,4
3606,5
3607,6
3608,7
3609,8
3610,9
3611,0
3612,1
3613,2
3614,3
3615,4
3616,5
3617,6
3618,7
3619,8
3620,9
3621,0
3622,1
3623,2
3624,3
3625,4
3626,5
3627,6
3628,7
3629,8
3630,9
3631,0
3632,1
3633,2
3634,3
3635,4
3636,5
3637,6
3638,7
3639,8
3640,9
3641,0
3642,1
3643,2
3644,3
3645,4
3646,5
3647,6
3648,7
3649,8
3650,9
3651,0
3652,1
3653,2
3654,3
3655,4
3656,5
3657,6
3658,7
3659,8
3660,9
3661,0
3662,1
3663,2
3664,3
3665,4
3666,5
3667,6
3668,7
3669,8
3670,9
3671,0
3672,1
3673,2
3674,3
3675,4
3676,5
3677,6
3678,7
3679,8
3680,9
3681,0
3682,1
3683,2
3684,3
3685,4
3686,5
3687,6
3688,7
3689,8
3690,9
3691,0
3692,1
3693,2
3694,3
3695,4
3696,5
3697,6
3698,7
3699,8
3700,9
3701,0
3702,1
3703,2
3704,3
3705,4
3706,5
3707,6
3708,7
3709,8
3710,9
3711,0
3712,1
3713,2
3714,3
3715,4
3716,5
3717,6
3718,7
3719,8
3720,9
3721,0
3722,1
3723,2
3724,3
3725,4
3726,5
3727,6
3728,7
3729,8
3730,9
3731,0
3732,1
3733,2
3734,3
3735,4
3736,5
3737,6
3738,7
3739,8
3740,9
3741,0
3742,1
3743,2
3744,3
3745,4
3746,5
3747,6
3748,7
3749,8
3750,9
3751,0
3752,1
3753,2
3754,3
3755,4
3756,5
3757,6
3758,7
3759,8
3760,9
3761,0
3762,1
3763,2
3764,3
3765,4
3766,5
3767,6
3768,7
3769,8
3770,9
3771,0
3772,1
3773,2
3774,3
3775,4
3776,5
3777,6
3778,7
3779,8
3780,9
3781,0
3782,1
3783,2
3784,3
3785,4
3786,5
3787,6
3788,7
3789,8
3790,9
3791,0
3792,1
3793,2
3794,3
3795,4
3796,5
3797,6
3798,7
3799,8
3800,9
3801,0
3802,1
3803,2
3804,3
3805,4
3806,5
3807,6
3808,7
3809,8
3810,9
3811,0
3812,1
3813,2
3814,3
3815,4
3816,5
3817,6
3818,7
3819,8
3820,9
3821,0
3822,1
3823,2
3824,3
3825,4
3826,5
3827,6
3828,7
3829,8
3830,9
3831,0
3832,1
3833,2
3834,3
3835,4
3836,5
3837,6
3838,7
3839,8
3840,9
3841,0
3842,1
3843,2
3844,3
3845,4
3846,5
3847,6
3848,7
3849,8
3850,9
3851,0
3852,1
3853,2
3854,3
3855,4
3856,5
3857,6
3858,7
3859,8
3860,9
3861,0
3862,1
3863,2
3864,3
3865,4
3866,5
3867,6
3868,7
3869,8
3870,9
3871,0
3872,1
3873,2
3874,3
3875,4
3876,5
3877,6
3878,7
3879,8
3880,9
3881,0
3882,1
3883,2
3884,3
3885,4
3886,5
3887,6
3888,7
3889,8
3890,9
3891,0
3892,1
3893,2
3894,3
3895,4
3896,5
3897,6
3898,7
3899,8
3900,9
3901,0
3902,1
3903,2
3904,3
3905,4
3906,5
3907,6
3908,7
3909,8
3910,9
3911,0
3912,1
3913,2
3914,3
3915,4
3916,5
3917,6
3918,7
3919,8
3920,9
3921,0
3922,1
3923,2
3924,3
3925,4
3926,5
3927,6
3928,7
3929,8
3930,9
3931,0
3932,1
3933,2
3934,3
3935,4
3936,5
3937,6
3938,7
3939,8
3940,9
3941,0
3942,1
3943,2
3944,3
3945,4
3946,5
3947,6
3948,7
3949,8
3950,9
3951,0
3952,1
3953,2
3954,3
3955,4
3956,5
3957,6
3958,7
3959,8
3960,9
3961,0
3962,1
3963,2
3964,3
3965,4
3966,5
3967,6
3968,7
3969,8
3970,9
3971,0
3972,1
3973,2
3974,3
3975,4
3976,5
3977,6
3978,7
3979,8
3980,9
3981,0
3982,1
3983,2
3984,3
3985,4
3986,5
3987,6
3988,7
3989,8
3990,9
3991,0
3992,1
3993,2
3994,3
3995,4
3996,5
3997,6
3998,7
3999,8
4000,9
4001,0
4002,1
4003,2
4004,3
4005,4
4006,5
4007,6
4008,7
4009,8
4010,9
4011,0
4012,1
4013,2
4014,3
4015,4
4016,5
4017,6
4018,7
4019,8
4020,9
4021,0
4022,1
4023,2
4024,3
4025,4
4026,5
4027,6
4028,7
4029,8
4030,9
4031,0
4032,1
4033,2
4034,3
4035,4
4036,5
4037,6
4038,7
4039,8
4040,9
4041,0
4042,1
4043,2
4044,3
4045,4
4046,5
4047,6
4048,7
4049,8
4050,9
4051,0
4052,1
4053,2
4054,3
4055,4
4056,5
4057,6
4058,7
4059,8
4060,9
4061,0
4062,1
4063,2
4064,3
4065,4
4066,5
4067,6
4068,7
4069,8
4070,9
4071,0
4072,1
4073,2
4074,3
4075,4
4076,5
4077,6
4078,7
4079,8
4080,9
4081,0
4082,1
4083,2
4084,3
4085,4
4086,5
4087,6
4088,7
4089,8
4090,9
4091,0
4092,1
4093,2
4094,3
4095,4
4096,5
4097,6
4098,7
4099,8
4100,9
4101,0
4102,1
4103,2
4104,3
4105,4
4106,5
4107,6
4108,7
4109,8
4110,9
4111,0
4112,1
4113,2
4114,3
4115,4
4116,5
4117,6
4118,7
4119,8
4120,9
4121,0
4122,1
4123,2
4124,3
4125,4
4126,5
4127,6
4128,7
4129,8
4130,9
4131,0
4132,1
4133,2
4134,3
4135,4
4136,5
4137,6
4138,7
4139,8
4140,9
4141,0
4142,1
4143,2
4144,3
4145,4
4146,5
4147,6
4148,7
4149,8
4150,9
4151,0
4152,1
4153,2
4154,3
4155,4
4156,5
4157,6
4158,7
4159,8
4160,9
4161,0
4162,1
4163,2
4164,3
4165,4
4166,5
4167,6
4168,7
4169,8
4170,9
4171,0
4172,1
4173,2
4174,3
4175,4
4176,5
4177,6
4178,7
4179,8
4180,9
4181,0
4182,1
4183,2
4184,3
4185,4
4186,5
4187,6
4188,7
4189,8
4190,9
4191,0
4192,1
4193,2
4194,3
4195,4
4196,5
4197,6
4198,7
4199,8
4200,9
4201,0
4202,1
4203,2
4204,3
4205,4
4206,5
4207,6
4208,7
4209,8
4210,9
4211,0
4212,1
4213,2
4214,3
4215,4
4216,5
4217,6
4218,7
4219,8
4220,9
4221,0
4222,1
4223,2
4224,3
4225,4
4226,5
4227,6
4228,7
4229,8
4230,9
4231,0
4232,1
4233,2
4234,3
4235,4
4236,5
4237,6
4238,7
4239,8
4240,9
4241,0
4242,1
4243,2
4244,3
4245,4
4246,5
4247,6
4248,7
4249,8
4250,9
4251,0
4252,1
4253,2
4254,3
4255,4
4256,5
4257,6
4258,7
4259,8
4260,9
4261,0
4262,1
4263,2
4264,3
4265,4
4266,5
4267,6
4268,7
4269,8
4270,9
4271,0
4272,1
4273,2
4274,3
4275,4
4276,5
4277,6
4278,7
4279,8
4280,9
4281,0
4282,1
4283,2
4284,3
4285,4
4286,5
4287,6
4288,7
4289,8
4290,9
4291,0
4292,1
4293,2
4294,3
4295,4
4296,5
4297,6
4298,7
4299,8
4300,9
4301,0
4302,1
4303,2
4304,3
4305,4
4306,5
4307,6
4308,7
4309,8
4310,9
4311,0
4312,1
4313,2
4314,3
4315,4
4316,5
4317,6
4318,7
4319,8
4320,9
4321,0
4322,1
4323,2
4324,3
4325,4
4326,5
4327,6
4328,7
4329,8
4330,9
4331,0
4332,1
4333,2
4334,3
4335,4
4336,5
4337,6
4338,7
4339,8
4340,9
4341,0
4342,1
4343,2
4344,3
4345,4
4346,5
4347,6
4348,7
4349,8
4350,9
4351,0
4352,1
4353,2
4354,3
4355,4
4356,5
4357,6
4358,7
4359,8
4360,9
4361,0
4362,1
4363,2
4364,3
4365,4
4366,5
4367,6
4368,7
4369,8
4370,9
4371,0
4372,1
4373,2
4374,3
4375,4
4376,5
4377,6
4378,7
4379,8
4380,9
4381,0
4382,1
4383,2
4384,3
4385,4
4386,5
4387,6
4388,7
4389,8
4390,9
4391,0
4392,1
4393,2
4394,3
4395,4
4396,5
4397,6
4398,7
4399,8
4400,9
4401,0
4402,1
4403,2
4404,3
4405,4
4406,5
4407,6
4408,7
4409,8
4410,9
4411,0
4412,1
4413,2
4414,3
4415,4
4416,5
4417,6
4418,7
4419,8
4420,9
4421,0
4422,1
4423,2
4424,3
4425,4
4426,5
4427,6
4428,7
4429,8
4430,9
4431,0
4432,1
4433,2
4434,3
4435,4
4436,5
4437,6
4438,7
4439,8
4440,9
4441,0
4442,1
4443,2
4444,3
4445,4
4446,5
4447,6
4448,7
4449,8
4450,9
4451,0
4452,1
4453,2
4454,3
4455,4
4456,5
4457,6
4458,7
4459,8
4460,9
4461,0
4462,1
4463,2
4464,3
4465,4
4466,5
4467,6
4468,7
4469,8
4470,9
4471,0
4472,1
4473,2
4474,3
4475,4
4476,5
4477,6
4478,7
4479,8
4480,9
4481,0
4482,1
4483,2
4484,3
4485,4
4486,5
4487,6
4488,7
4489,8
4490,9
4491,0
4492,1
4493,2
4494,3
4495,4
4496,5
4497,6
4498,7
4499,8
4500,9
4501,0
4502,1
4503,2
4504,3
4505,4
4506,5
4507,6
4508,7
4509,8
4510,9
4511,0
4512,1
4513,2
4514,3
4515,4
4516,5
4517,6
4518,7
4519,8
4520,9
4521,0
4522,1
4523,2
4524,3
4525,4
4526,5
4527,6
4528,7
4529,8
4530,9
4531,0
4532,1
4533,2
4534,3
4535,4
4536,5
4537,6
4538,7
4539,8
4540,9
4541,0
4542,1
4543,2
4544,3
4545,4
4546,5
4547,6
4548,7
4549,8
4550,9
4551,0
4552,1
4553,2
4554,3
4555,4
4556,5
4557,6
4558,7
4559,8
4560,9
4561,0
4562,1
4563,2
4564,3
4565,4
4566,5
4567,6
4568,7
4569,8
4570,9
4571,0
4572,1
4573,2
4574,3
4575,4
4576,5
4577,6
4578,7
4579,8
4580,9
4581,0
4582,1
4583,2
4584,3
4585,4
4586,5
4587,6
4588,7
4589,8
4590,9
4591,0
4592,1
4593,2
4594,3
4595,4
4596,5
4597,6
4598,7
4599,8
4600,9
4601,0
4602,1
4603,2
4604,3
4605,4
4606,5
4607,6
4608,7
4609,8
4610,9
4611,0
4612,1
4613,2
4614,3
4615,4
4616,5
4617,6
4618,7
4619,8
4620,9
4621,0
4622,1
4623,2
4624,3
4625,4
4626,5
4627,6
4628,7
4629,8
4630,9
4631,0
4632,1
4633,2
4634,3
4635,4
4636,5
4637,6
4638,7
4639,8
4640,9
4641,0
4642,1
4643,2
4644,3
4645,4
4646,5
4647,6
4648,7
4649,8
4650,9
4651,0
4652,1
4653,2
4654,3
4655,4
4656,5
4657,6
4658,7
4659,8
4660,9
4661,0
4662,1
4663,2
4664,3
4665,4
4666,5
4667,6
4668,7
4669,8
4670,9
4671,0
4672,1
4673,2
4674,3
4675,4
4676,5
4677,6
4678,7
4679,8
4680,9
4681,0
4682,1
4683,2
4684,3
4685,4
4686,5
4687,6
4688,7
4689,8
4690,9
4691,0
4692,1
4693,2
4694,3
4695,4
4696,5
4697,6
4698,7
4699,8
4700,9
4701,0
4702,1
4703,2
4704,3
4705,4
4706,5
4707,6
4708,7
4709,8
4710,9
4711,0
4712,1
4713,2
4714,3
4715,4
4716,5
4717,6
4718,7
4719,8
4720,9
4721,0
4722,1
4723,2
4724,3
4725,4
4726,5
4727,6
4728,7
4729,8
4730,9
4731,0
4732,1
4733,2
4734,3
4735,4
4736,5
4737,6
4738,7
4739,8
4740,9
4741,0
4742,1
4743,2
4744,3
4745,4
4746,5
4747,6
4748,7
4749,8
4750,9
4751,0
4752,1
4753,2
4754,3
4755,4
4756,5
4757,6
4758,7
4759,8
4760,9
4761,0
4762,1
4763,2
4764,3
4765,4
4766,5
4767,6
4768,7
4769,8
4770,9
4771,0
4772,1
4773,2
4774,3
4775,4
4776,5
4777,6
4778,7
4779,8
4780,9
4781,0
4782,1
4783,2
4784,3
4785,4
4786,5
4787,6
4788,7
4789,8
4790,9
4791,0
4792,1
4793,2
4794,3
4795,4
4796,5
4797,6
4798,7
4799,8
4800,9
4801,0
4802,1
4803,2
4804,3
4805,4
4806,5
4807,6
4808,7
4809,8
4810,9
4811,0
4812,1
4813,2
4814,3
4815,4
4816,5
4817,6
4818,7
4819,8
4820,9
4821,0
4822,1
4823,2
4824,3
4825,4
4826,5
4827,6
4828,7
4829,8
4830,9
4831,0
4832,1
4833,2
4834,3
4835,4
4836,5
4837,6
4838,7
4839,8
4840,9
4841,0
4842,1
4843,2
4844,3
4845,4
4846,5
4847,6
4848,7
4849,8
4850,9
4851,0
4852,1
4853,2
4854,3
4855,4
4856,5
4857,6
4858,7
4859,8
4860,9
4861,0
4862,1
4863,2
4864,3
4865,4
4866,5
4867,6
4868,7
4869,8
4870,9
4871,0
4872,1
4873,2
4874,3
4875,4
4876,5
4877,6
4878,7
4879,8
4880,9
4881,0
4882,1
4883,2
4884,3
4885,4
4886,5
4887,6
4888,7
4889,8
4890,9
4891,0
4892,1
4893,2
4894,3
4895,4
4896,5
4897,6
4898,7
4899,8
4900,9
4901,0
4902,1
4903,2
4904,3
4905,4
4906,5
4907,6
4908,7
4909,8
4910,9
4911,0
4912,1
4913,2
4914,3
4915,4
4916,5
4917,6
4918,7
4919,8
4920,9
4921,0
4922,1
4923,2
4924,3
4925,4
4926,5
4927,6
4928,7
4929,8
4930,9
4931,0
4932,1
4933,2
4934,3
4935,4
4936,5
4937,6
4938,7
4939,8
4940,9
4941,0
4942,1
4943,2
4944,3
4945,4
4946,5
4947,6
4948,7
4949,8
4950,9
4951,0
4952,1
4953,2
4954,3
4955,4
4956,5
4957,6
4958,7
4959,8
4960,9
4961,0
4962,1
4963,2
4964,3
4965,4
4966,5
4967,6
4968,7
4969,8
4970,9
4971,0
4972,1
4973,2
4974,3
4975,4
4976,5
4977,6
4978,7
4979,8
4980,9
4981,0
4982,1
4983,2
4984,3
4985,4
4986,5
4987,6
4988,7
4989,8
4990,9
4991,0
4992,1
4993,2
4994,3
4995,4
4996,5
4997,6
4998,7
4999,8
5000,9
5001,0
5002,1
5003,2
5004,3
5005,4
5006,5
5007,6
5008,7
5009,8
5010,9
5011,0
5012,1
5013,2
5014,3
5015,4
5016,5
5017,6
5018,7
5019,8
5020,9
5021,0
5022,1
5023,2
5024,3
5025,4
5026,5
5027,6
5028,7
5029,8
5030,9
5031,0
5032,1
5033,2
5034,3
5035,4
5036,5
5037,6
5038,7
5039,8
5040,9
5041,0
5042,1
5043,2
5044,3
5045,4
5046,5
5047,6
5048,7
5049,8
5050,9
5051,0
5052,1
5053,2
5054,3
5055,4
5056,5
5057,6
5058,7
5059,8
5060,9
5061,0
5062,1
5063,2
5064,3
5065,4
5066,5
5067,6
5068,7
5069,8
5070,9
5071,0
5072,1
5073,2
5074,3
5075,4
5076,5
5077,6
5078,7
5079,8
5080,9
5081,0
5082,1
5083,2
5084,3
5085,4
5086,5
5087,6
5088,7
5089,8
5090,9
5091,0
5092,1
5093,2
5094,3
5095,4
5096,5
5097,6
5098,7
5099,8
5100,9
5101,0
5102,1
5103,2
5104,3
5105,4
5106,5
5107,6
5108,7
5109,8
5110,9
5111,0
5112,1
5113,2
5114,3
5115,4
5116,5
5117,6
5118,7
5119,8
5120,9
5121,0
5122,1
5123,2
5124,3
5125,4
5126,5
5127,6
5128,7
5129,8
5130,9
5131,0
5132,1
5133,2
5134,3
5135,4
5136,5
5137,6
5138,7
5139,8
5140,9
5141,0
5142,1
5143,2
5144,3
5145,4
5146,5
5147,6
5148,7
5149,8
5150,9
5151,0
5152,1
5153,2
5154,3
5155,4
5156,5
5157,6
5158,7
5159,8
5160,9
5161,0
5162,1
5163,2
5164,3
5165,4
5166,5
5167,6
5168,7
5169,8
5170,9
5171,0
5172,1
5173,2
5174,3
5175,4
5176,5
5177,6
5178,7
5179,8
5180,9
5181,0
5182,1
5183,2
5184,3
5185,4
5186,5
5187,6
5188,7
5189,8
5190,9
5191,0
5192,1
5193,2
5194,3
5195,4
5196,5
5197,6
5198,7
5199,8
5200,9
5201,0
5202,1
5203,2
5204,3
5205,4
5206,5
5207,6
5208,7
5209,8
5210,9
5211,0
5212,1
5213,2
5214,3
5215,4
5216,5
5217,6
5218,7
5219,8
5220,9
5221,0
5222,1
5223,2
5224,3
5225,4
5226,5
5227,6
5228,7
5229,8
5230,9
5231,0
5232,1
5233,2
5234,3
5235,4
5236,5
5237,6
5238,7
5239,8
5240,9
5241,0
5242,1
5243,2
5244,3
5245,4
5246,5
5247,6
5248,7
5249,8
5250,9
5251,0
5252,1
5253,2
5254,3
5255,4
5256,5
5257,6
5258,7
5259,8
5260,9
5261,0
5262,1
5263,2
5264,3
5265,4
5266,5
5267,6
5268,7
5269,8
5270,9
5271,0
5272,1
5273,2
5274,3
5275,4
5276,5
5277,6
5278,7
5279,8
5280,9
5281,0
5282,1
5283,2
5284,3
5285,4
5286,5
5287,6
5288,7
5289,8
5290,9
5291,0
5292,1
5293,2
5294,3
5295,4
5296,5
5297,6
5298,7
5299,8
5300,9
5301,0
5302,1
5303,2
5304,3
5305,4
5306,5
5307,6
5308,7
5309,8
5310,9
5311,0
5312,1
5313,2
5314,3
5315,4
5316,5
5317,6
5318,7
5319,8
5320,9
5321,0
5322,1
5323,2
5324,3
5325,4
5326,5
5327,6
5328,7
5329,8
5330,9
5331,0
5332,1
5333,2
5334,3
5335,4
5336,5
5337,6
5338,7
5339,8
5340,9
5341,0
5342,1
5343,2
5344,3
5345,4
5346,5
5347,6
5348,7
5349,8
5350,9
5351,0
5352,1
5353,2
5354,3
5355,4
5356,5
5357,6
5358,7
5359,8
5360,9
5361,0
5362,1
5363,2
5364,3
5365,4
5366,5
5367,6
5368,7
5369,8
5370,9
5371,0
5372,1
5373,2
5374,3
5375,4
5376,5
5377,6
5378,7
5379,8
5380,9
5381,0
5382,1
5383,2
5384,3
5385,4
5386,5
5387,6
5388,7
5389,8
5390,9
5391,0
5392,1
5393,2
5394,3
5395,4
5396,5
5397,6
5398,7
5399,8
5400,9
5401,0
5402,1
5403,2
5404,3
5405,4
5406,5
5407,6
5408,7
5409,8
5410,9
5411,0
5412,1
5413,2
5414,3
5415,4
5416,5
5417,6
5418,7
5419,8
5420,9
5421,0
5422,1
5423,2
5424,3
5425,4
5426,5
5427,6
5428,7
5429,8
5430,9
5431,0
5432,1
5433,2
5434,3
5435,4
5436,5
5437,6
5438,7
5439,8
5440,9
5441,0
5442,1
5443,2
5444,3
5445,4
5446,5
5447,6
5448,7
5449,8
5450,9
5451,0
5452,1
5453,2
5454,3
5455,4
5456,5
5457,6
5458,7
5459,8
5460,9
5461,0
5462,1
5463,2
5464,3
5465,4
5466,5
5467,6
5468,7
5469,8
5470,9
5471,0
5472,1
5473,2
5474,3
5475,4
5476,5
5477,6
5478,7
5479,8
5480,9
5481,0
5482,1
5483,2
5484,3
5485,4
5486,5
5487,6
5488,7
5489,8
5490,9
5491,0
5492,1
5493,2
5494,3
5495,4
5496,5
5497,6
5498,7
5499,8
5500,9
5501,0
5502,1
5503,2
5504,3
5505,4
5506,5
5507,6
5508,7
5509,8
5510,9
5511,0
5512,1
5513,2
5514,3
5515,4
5516,5
5517,6
5518,7
5519,8
5520,9
5521,0
5522,1
5523,2
5524,3
5525,4
5526,5
5527,6
5528,7
5529,8
5530,9
5531,0
5532,1
5533,2
5534,3
5535,4
5536,5
5537,6
5538,7
5539,8
5540,9
5541,0
5542,1
5543,2
5544,3
5545,4
5546,5
5547,6
5548,7
5549,8
5550,9
5551,0
5552,1
5553,2
5554,3
5555,4
5556,5
5557,6
5558,7
5559,8
5560,9
5561,0
5562,1
5563,2
5564,3
5565,4
5566,5
5567,6
5568,7
5569,8
5570,9
5571,0
5572,1
5573,2
5574,3
5575,4
5576,5
5577,6
5578,7
5579,8
5580,9
5581,0
5582,1
5583,2
5584,3
5585,4
5586,5
5587,6
5588,7
5589,8
5590,9
5591,0
5592,1
5593,2
5594,3
5595,4
5596,5
5597,6
5598,7
5599,8
5600,9
5601,0
5602,1
5603,2
5604,3
5605,4
5606,5
5607,6
5608,7
5609,8
5610,9
5611,0
5612,1
5613,2
5614,3
5615,4
5616,5
5617,6
5618,7
5619,8
5620,9
5621,0
5622,1
5623,2
5624,3
5625,4
5626,5
5627,6
5628,7
5629,8
5630,9
5631,0
5632,1
5633,2
5634,3
5635,4
5636,5
5637,6
5638,7
5639,8
5640,9
5641,0
5642,1
5643,2
5644,3
5645,4
5646,5
5647,6
5648,7
5649,8
5650,9
5651,0
5652,1
5653,2
5654,3
5655,4
5656,5
5657,6
5658,7
5659,8
5660,9
5661,0
5662,1
5663,2
5664,3
5665,4
5666,5
5667,6
5668,7
5669,8
5670,9
5671,0
5672,1
5673,2
5674,3
5675,4
5676,5
5677,6
5678,7
5679,8
5680,9
5681,0
5682,1
5683,2
5684,3
5685,4
5686,5
5687,6
5688,7
5689,8
5690,9
5691,0
5692,1
5693,2
5694,3
5695,4
5696,5
5697,6
5698,7
5699,8
5700,9
5701,0
5702,1
5703,2
5704,3
5705,4
5706,5
5707,6
5708,7
5709,8
5710,9
5711,0
5712,1
5713,2
5714,3
5715,4
5716,5
5717,6
5718,7
5719,8
5720,9
5721,0
5722,1
5723,2
5724,3
5725,4
5726,5
5727,6
5728,7
5729,8
5730,9
5731,0
5732,1
5733,2
5734,3
5735,4
5736,5
5737,6
5738,7
5739,8
5740,9
5741,0
5742,1
5743,2
5744,3
5745,4
5746,5
5747,6
5748,7
5749,8
5750,9
5751,0
5752,1
5753,2
5754,3
5755,4
5756,5
5757,6
5758,7
5759,8
5760,9
5761,0
5762,1
5763,2
5764,3
5765,4
5766,5
5767,6
5768,7
5769,8
5770,9
5771,0
5772,1
5773,2
5774,3
5775,4
5776,5
5777,6
5778,7
5779,8
5780,9
5781,0
5782,1
5783,2
5784,3
5785,4
5786,5
5787,6
5788,7
5789,8
5790,9
5791,0
5792,1
5793,2
5794,3
5795,4
